epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
551,41276.5,0.77779,0.49004,1.02972,0.86215,0.83384,0.86533,0.63907,0.84479,0.46985,1.09698,0.0094555,0.0094555,0.0094555
552,41945.6,0.77547,0.48391,1.02603,0.86264,0.83266,0.86429,0.63846,0.84484,0.46987,1.09691,0.00945451,0.00945451,0.00945451
553,42614.4,0.77348,0.48798,1.03166,0.86222,0.83325,0.86417,0.63851,0.84464,0.46997,1.09682,0.00945352,0.00945352,0.00945352
554,43283.4,0.77725,0.48997,1.0319,0.86423,0.83087,0.86327,0.63775,0.84467,0.47007,1.09678,0.00945253,0.00945253,0.00945253
555,43952.4,0.78517,0.49353,1.02986,0.86513,0.83111,0.8655,0.63739,0.84469,0.47024,1.09679,0.00945154,0.00945154,0.00945154
556,44620.9,0.78038,0.49389,1.03387,0.86506,0.83165,0.8665,0.63814,0.84452,0.4702,1.09659,0.00945055,0.00945055,0.00945055
557,45289.8,0.78012,0.49315,1.03291,0.86771,0.83188,0.8621,0.63654,0.84467,0.47048,1.09674,0.00944956,0.00944956,0.00944956
558,45958.3,0.78476,0.49559,1.03647,0.86769,0.83151,0.86214,0.63664,0.84494,0.47065,1.09706,0.00944857,0.00944857,0.00944857
559,46627.1,0.77782,0.48817,1.03305,0.86752,0.83124,0.86493,0.63665,0.84495,0.47059,1.09706,0.00944758,0.00944758,0.00944758
560,47295.6,0.77758,0.48588,1.03031,0.868,0.83021,0.86486,0.63648,0.84482,0.47084,1.09703,0.00944659,0.00944659,0.00944659
561,47964.1,0.78239,0.4901,1.03495,0.86676,0.83159,0.86465,0.63669,0.8449,0.47098,1.09721,0.0094456,0.0094456,0.0094456
562,48633.8,0.78066,0.48965,1.03111,0.86666,0.83156,0.86484,0.63675,0.84499,0.4712,1.09731,0.00944461,0.00944461,0.00944461
563,49302.6,0.7752,0.4833,1.02658,0.8649,0.83304,0.86644,0.63732,0.84522,0.47144,1.09739,0.00944362,0.00944362,0.00944362
564,49971.1,0.77914,0.48836,1.02708,0.8681,0.83037,0.86634,0.63687,0.84525,0.47151,1.09736,0.00944263,0.00944263,0.00944263
565,50643.5,0.78058,0.48718,1.02675,0.86963,0.82904,0.86651,0.63738,0.8452,0.47152,1.09737,0.00944164,0.00944164,0.00944164
566,51315.7,0.78273,0.48897,1.03253,0.87158,0.82807,0.86644,0.63742,0.84509,0.4714,1.09743,0.00944065,0.00944065,0.00944065
567,51985,0.77836,0.48906,1.02828,0.87145,0.82793,0.8667,0.63758,0.84521,0.4716,1.09759,0.00943966,0.00943966,0.00943966
568,52653.9,0.77544,0.48895,1.02997,0.87171,0.82843,0.86645,0.63742,0.84523,0.47161,1.0977,0.00943867,0.00943867,0.00943867
569,53324.8,0.77478,0.48548,1.03028,0.86695,0.82823,0.86643,0.63711,0.8454,0.47193,1.09773,0.00943768,0.00943768,0.00943768
570,53993.8,0.78131,0.48992,1.03426,0.86992,0.82646,0.86549,0.63748,0.84544,0.47201,1.09775,0.00943669,0.00943669,0.00943669
571,54662.8,0.77678,0.48791,1.02946,0.87283,0.82533,0.86694,0.63816,0.84551,0.47188,1.09784,0.0094357,0.0094357,0.0094357
572,55332.3,0.77627,0.48399,1.02886,0.86943,0.82551,0.86713,0.63821,0.84553,0.472,1.09788,0.00943471,0.00943471,0.00943471
573,56002.2,0.78029,0.49386,1.03134,0.86317,0.83012,0.86729,0.63769,0.84565,0.47212,1.09805,0.00943372,0.00943372,0.00943372
574,56671.5,0.77799,0.49122,1.03214,0.86043,0.83032,0.86516,0.63709,0.84581,0.47219,1.09828,0.00943273,0.00943273,0.00943273
575,57341.3,0.78121,0.49033,1.02969,0.85953,0.83092,0.86651,0.6387,0.84586,0.47203,1.0983,0.00943174,0.00943174,0.00943174
576,58011,0.77484,0.48846,1.02659,0.85558,0.83274,0.86521,0.6376,0.84574,0.47217,1.09823,0.00943075,0.00943075,0.00943075
577,58681.4,0.77793,0.48947,1.02993,0.85588,0.83233,0.86519,0.63781,0.84554,0.47203,1.09802,0.00942976,0.00942976,0.00942976
578,59351.1,0.77527,0.48796,1.03043,0.85725,0.83137,0.86579,0.63788,0.84559,0.47206,1.09803,0.00942877,0.00942877,0.00942877
579,60020.7,0.77467,0.48567,1.02812,0.85724,0.8317,0.86595,0.63772,0.84578,0.47265,1.09827,0.00942778,0.00942778,0.00942778
580,60690.3,0.7745,0.48746,1.0337,0.86036,0.83182,0.86746,0.63735,0.84586,0.47264,1.09832,0.00942679,0.00942679,0.00942679
581,61359.8,0.77703,0.48856,1.03582,0.86719,0.82484,0.86491,0.63713,0.84603,0.4728,1.09851,0.0094258,0.0094258,0.0094258
582,62029.3,0.77625,0.4883,1.02849,0.86627,0.82606,0.8651,0.63702,0.846,0.47291,1.09844,0.00942481,0.00942481,0.00942481
583,62699.7,0.77727,0.48996,1.02849,0.86909,0.82618,0.86518,0.63718,0.84605,0.47346,1.09842,0.00942382,0.00942382,0.00942382
584,63370.6,0.77292,0.48716,1.02828,0.87,0.82696,0.86471,0.63722,0.84591,0.47341,1.0981,0.00942283,0.00942283,0.00942283
585,64039.8,0.77512,0.48883,1.03147,0.86203,0.83154,0.86432,0.63717,0.84589,0.47344,1.09798,0.00942184,0.00942184,0.00942184
586,64707.8,0.77112,0.48849,1.03252,0.86143,0.83076,0.86396,0.63701,0.84608,0.47303,1.09815,0.00942085,0.00942085,0.00942085
587,65375.8,0.78059,0.48779,1.02964,0.86156,0.83162,0.86493,0.63724,0.84628,0.47341,1.09825,0.00941986,0.00941986,0.00941986
588,66045.7,0.77162,0.48159,1.02496,0.86107,0.83174,0.8677,0.63725,0.84649,0.47351,1.09838,0.00941887,0.00941887,0.00941887
589,66714.6,0.77268,0.48664,1.02832,0.86181,0.83193,0.86845,0.63747,0.84656,0.47333,1.0985,0.00941788,0.00941788,0.00941788
590,67383.3,0.77508,0.48681,1.03434,0.86268,0.82927,0.86606,0.63627,0.84645,0.47328,1.09856,0.00941689,0.00941689,0.00941689
591,68055.8,0.77131,0.48208,1.02769,0.86694,0.82836,0.86729,0.63739,0.84657,0.47382,1.09866,0.0094159,0.0094159,0.0094159
592,68732.8,0.77169,0.48806,1.02996,0.8669,0.82804,0.86501,0.63703,0.84662,0.47381,1.09879,0.00941491,0.00941491,0.00941491
593,69412.2,0.77619,0.48371,1.03381,0.86737,0.82772,0.86497,0.63705,0.84659,0.47391,1.09881,0.00941392,0.00941392,0.00941392
594,70093,0.77605,0.48682,1.03282,0.86681,0.82754,0.8649,0.63684,0.84662,0.47376,1.09899,0.00941293,0.00941293,0.00941293
595,70773.5,0.77413,0.486,1.02825,0.86284,0.82845,0.86475,0.63682,0.84661,0.4737,1.09908,0.00941194,0.00941194,0.00941194
596,71454,0.77238,0.48208,1.02714,0.86198,0.827,0.86356,0.63645,0.84671,0.47401,1.099,0.00941095,0.00941095,0.00941095
597,72134.9,0.77232,0.48424,1.02613,0.86168,0.82697,0.86355,0.63622,0.8467,0.47398,1.09892,0.00940996,0.00940996,0.00940996
598,72816.6,0.76946,0.48329,1.02669,0.86352,0.82787,0.86475,0.63647,0.84675,0.4741,1.09894,0.00940897,0.00940897,0.00940897
599,73497.1,0.77057,0.48559,1.03131,0.86408,0.82718,0.86463,0.63622,0.84671,0.47414,1.09891,0.00940798,0.00940798,0.00940798
600,74171.5,0.7764,0.48681,1.02931,0.8643,0.82723,0.86478,0.63623,0.84662,0.47357,1.09901,0.00940699,0.00940699,0.00940699
601,74845.5,0.77814,0.49126,1.0312,0.86396,0.82727,0.86363,0.63524,0.84646,0.47322,1.09904,0.009406,0.009406,0.009406
602,75518.8,0.77214,0.489,1.02719,0.86581,0.82697,0.86367,0.63536,0.84635,0.47318,1.09898,0.00940501,0.00940501,0.00940501
603,76193,0.77339,0.48159,1.02908,0.86757,0.82726,0.86489,0.63668,0.84647,0.47313,1.09891,0.00940402,0.00940402,0.00940402
604,76867.3,0.77338,0.48508,1.02675,0.86788,0.82669,0.86343,0.63584,0.84638,0.47318,1.09887,0.00940303,0.00940303,0.00940303
605,77542,0.76952,0.48327,1.02831,0.86927,0.82775,0.86452,0.63547,0.84632,0.473,1.09904,0.00940204,0.00940204,0.00940204
606,78217.3,0.77646,0.48757,1.0282,0.86803,0.82864,0.86537,0.63694,0.84662,0.4734,1.09921,0.00940105,0.00940105,0.00940105
607,78893,0.77518,0.48464,1.03075,0.86874,0.82869,0.86539,0.63644,0.84652,0.47335,1.09928,0.00940006,0.00940006,0.00940006
608,79569,0.7744,0.48347,1.02806,0.87163,0.82851,0.86424,0.63558,0.8467,0.47355,1.0994,0.00939907,0.00939907,0.00939907
609,80244.8,0.76863,0.48502,1.02966,0.87552,0.82867,0.8644,0.63548,0.84666,0.47339,1.09951,0.00939808,0.00939808,0.00939808
610,80920.5,0.77119,0.48649,1.03156,0.86823,0.82949,0.8642,0.63577,0.84677,0.47312,1.09962,0.00939709,0.00939709,0.00939709
611,81597.7,0.77326,0.48643,1.02901,0.87125,0.82937,0.86405,0.63463,0.84687,0.47346,1.0997,0.0093961,0.0093961,0.0093961
612,82274.9,0.7703,0.48586,1.02824,0.86906,0.82993,0.86429,0.63507,0.84704,0.47361,1.09982,0.00939511,0.00939511,0.00939511
613,82953.9,0.7709,0.48417,1.0269,0.86814,0.83102,0.86418,0.63479,0.84696,0.47375,1.09978,0.00939412,0.00939412,0.00939412
614,83634.8,0.77513,0.48648,1.03474,0.86841,0.83115,0.86447,0.63515,0.84676,0.47331,1.09987,0.00939313,0.00939313,0.00939313
615,84315.8,0.77122,0.48481,1.02559,0.86822,0.83144,0.86547,0.63553,0.84692,0.47351,1.10003,0.00939214,0.00939214,0.00939214
616,84998.5,0.7686,0.48239,1.02743,0.86675,0.83219,0.8658,0.63602,0.84691,0.47325,1.10017,0.00939115,0.00939115,0.00939115
617,85682.3,0.77066,0.48056,1.02795,0.86602,0.83239,0.86813,0.6357,0.8469,0.47311,1.10011,0.00939016,0.00939016,0.00939016
618,86367.1,0.77731,0.48933,1.03557,0.86605,0.83219,0.86864,0.63627,0.84669,0.47315,1.10009,0.00938917,0.00938917,0.00938917
619,87052,0.76881,0.48068,1.02543,0.86853,0.83147,0.86729,0.63533,0.84661,0.47352,1.1001,0.00938818,0.00938818,0.00938818
620,87738.9,0.76787,0.47965,1.02369,0.86822,0.8299,0.86858,0.63632,0.84669,0.4736,1.10026,0.00938719,0.00938719,0.00938719
621,88424.6,0.77061,0.48338,1.02901,0.86801,0.82998,0.86863,0.6363,0.84649,0.47356,1.10033,0.0093862,0.0093862,0.0093862
622,89107.4,0.76911,0.48413,1.02821,0.86913,0.82895,0.8688,0.6363,0.84639,0.47332,1.10041,0.00938521,0.00938521,0.00938521
623,89775.3,0.7682,0.4848,1.02753,0.86892,0.82867,0.8686,0.63647,0.84612,0.47324,1.10044,0.00938422,0.00938422,0.00938422
624,90442.1,0.76607,0.4837,1.02287,0.86938,0.82894,0.8683,0.63572,0.84621,0.47347,1.10056,0.00938323,0.00938323,0.00938323
625,91106.8,0.7718,0.48476,1.02912,0.87218,0.8298,0.86835,0.63612,0.84623,0.47365,1.10084,0.00938224,0.00938224,0.00938224
626,91772.6,0.76883,0.48286,1.02782,0.87296,0.82917,0.86813,0.63607,0.84644,0.47348,1.10116,0.00938125,0.00938125,0.00938125
627,92450.3,0.77002,0.4826,1.02386,0.87265,0.82866,0.86555,0.63537,0.84645,0.4734,1.10136,0.00938026,0.00938026,0.00938026
628,93137.2,0.77078,0.48765,1.02877,0.87134,0.82879,0.86556,0.6355,0.84658,0.47358,1.10149,0.00937927,0.00937927,0.00937927
629,93829.3,0.76731,0.48479,1.02281,0.87131,0.82889,0.86557,0.63584,0.84662,0.47331,1.10152,0.00937828,0.00937828,0.00937828
630,94518.7,0.77114,0.48412,1.03082,0.86973,0.83029,0.86649,0.63585,0.84677,0.47288,1.10182,0.00937729,0.00937729,0.00937729
631,95211.5,0.76943,0.48032,1.02837,0.86959,0.83057,0.86634,0.6352,0.84689,0.473,1.10214,0.0093763,0.0093763,0.0093763
632,95901,0.77097,0.48725,1.03168,0.8684,0.83104,0.86523,0.63563,0.84692,0.4735,1.10219,0.00937531,0.00937531,0.00937531
633,96592.4,0.7661,0.48046,1.02226,0.86972,0.82927,0.8665,0.6359,0.84699,0.47311,1.10247,0.00937432,0.00937432,0.00937432
634,97267.6,0.7695,0.48369,1.02794,0.86913,0.83017,0.86664,0.6357,0.8473,0.47321,1.10297,0.00937333,0.00937333,0.00937333
635,97935.5,0.76165,0.4787,1.02402,0.86873,0.83037,0.86625,0.63546,0.84719,0.47325,1.10299,0.00937234,0.00937234,0.00937234
636,98606.8,0.76825,0.4845,1.02924,0.86696,0.83114,0.86588,0.63538,0.84729,0.4734,1.10325,0.00937135,0.00937135,0.00937135
637,99285.7,0.77325,0.48582,1.02526,0.86757,0.829,0.86489,0.63543,0.84734,0.47331,1.10335,0.00937036,0.00937036,0.00937036
638,99962.4,0.77332,0.48556,1.03043,0.86812,0.8284,0.86477,0.63592,0.84728,0.47341,1.10341,0.00936937,0.00936937,0.00936937
639,100644,0.76816,0.48461,1.02471,0.86328,0.82989,0.86482,0.63588,0.84722,0.47342,1.10355,0.00936838,0.00936838,0.00936838
640,101330,0.76847,0.47772,1.02395,0.86396,0.82959,0.8657,0.63707,0.84709,0.47329,1.10341,0.00936739,0.00936739,0.00936739
641,102014,0.76585,0.48055,1.02644,0.8638,0.82964,0.86488,0.63619,0.84705,0.47351,1.10345,0.0093664,0.0093664,0.0093664
642,102702,0.76901,0.48107,1.02531,0.86456,0.8304,0.86665,0.63712,0.84714,0.47348,1.10361,0.00936541,0.00936541,0.00936541
643,103392,0.7702,0.484,1.02654,0.86527,0.82989,0.86661,0.63684,0.84713,0.47359,1.10376,0.00936442,0.00936442,0.00936442
644,104078,0.77007,0.48182,1.02656,0.8648,0.82989,0.86677,0.63692,0.84701,0.47329,1.1037,0.00936343,0.00936343,0.00936343
645,104754,0.76757,0.48224,1.02439,0.86426,0.83083,0.86647,0.63683,0.8468,0.47288,1.10358,0.00936244,0.00936244,0.00936244
646,105427,0.76689,0.48244,1.02477,0.86436,0.83045,0.86668,0.63662,0.84665,0.47258,1.10351,0.00936145,0.00936145,0.00936145
647,106139,0.77178,0.48395,1.02461,0.86451,0.82985,0.86662,0.63675,0.84663,0.47267,1.10348,0.00936046,0.00936046,0.00936046
