epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
385,12634,0.80728,0.50415,1.04539,0.85434,0.84508,0.86879,0.63833,0.84528,0.46776,1.09348,0.00961984,0.00961984,0.00961984
386,13303.5,0.79784,0.50547,1.04147,0.85598,0.84316,0.86899,0.63824,0.8455,0.46766,1.09365,0.00961885,0.00961885,0.00961885
387,13973.1,0.79653,0.50594,1.04525,0.84741,0.84888,0.86866,0.63751,0.84568,0.46761,1.09378,0.00961786,0.00961786,0.00961786
388,14643.1,0.80049,0.50956,1.04701,0.84767,0.84863,0.86881,0.63773,0.84583,0.46748,1.09388,0.00961687,0.00961687,0.00961687
389,15312.8,0.79678,0.5041,1.04422,0.84631,0.84591,0.86956,0.63923,0.84556,0.46738,1.09366,0.00961588,0.00961588,0.00961588
390,15982.5,0.79961,0.50755,1.04292,0.84555,0.84544,0.86976,0.63967,0.84539,0.467,1.09353,0.00961489,0.00961489,0.00961489
391,16651.7,0.80654,0.51123,1.04718,0.85413,0.83333,0.86994,0.64061,0.84533,0.46709,1.09342,0.0096139,0.0096139,0.0096139
392,17321.6,0.79953,0.50489,1.04608,0.85144,0.83317,0.8688,0.63952,0.84538,0.46724,1.09349,0.00961291,0.00961291,0.00961291
393,17991.9,0.80336,0.50661,1.04649,0.84252,0.84729,0.86923,0.6396,0.84539,0.46743,1.09359,0.00961192,0.00961192,0.00961192
394,18661.7,0.80092,0.50423,1.04337,0.84102,0.84272,0.86946,0.63917,0.8453,0.46744,1.09349,0.00961093,0.00961093,0.00961093
395,19326.9,0.80386,0.50726,1.05013,0.84091,0.84317,0.86966,0.6395,0.84533,0.46763,1.09355,0.00960994,0.00960994,0.00960994
396,19991.9,0.79403,0.50683,1.04092,0.84096,0.84314,0.86987,0.63968,0.84522,0.4674,1.09348,0.00960895,0.00960895,0.00960895
397,20657,0.79749,0.50379,1.04439,0.84546,0.8478,0.87041,0.64009,0.84527,0.46745,1.09376,0.00960796,0.00960796,0.00960796
398,21322.8,0.80734,0.50759,1.04744,0.84501,0.84648,0.87057,0.64058,0.84532,0.46738,1.09379,0.00960697,0.00960697,0.00960697
399,21988,0.80635,0.51167,1.04829,0.8438,0.84215,0.87018,0.63984,0.84532,0.46742,1.09381,0.00960598,0.00960598,0.00960598
400,22652.8,0.79647,0.50073,1.04071,0.8452,0.84298,0.87062,0.64013,0.84531,0.46727,1.09385,0.00960499,0.00960499,0.00960499
401,23317.7,0.79951,0.50726,1.043,0.84544,0.8426,0.87082,0.64052,0.84526,0.46758,1.09393,0.009604,0.009604,0.009604
402,23982.9,0.79726,0.50292,1.04097,0.84578,0.84274,0.87054,0.64028,0.84524,0.46749,1.09397,0.00960301,0.00960301,0.00960301
403,24647.8,0.80363,0.50325,1.04764,0.85039,0.83753,0.87067,0.6403,0.8452,0.46747,1.09404,0.00960202,0.00960202,0.00960202
404,25313.5,0.80043,0.50448,1.04204,0.84648,0.84265,0.87066,0.63978,0.84503,0.4675,1.09387,0.00960103,0.00960103,0.00960103
405,25979.2,0.79845,0.50227,1.03867,0.85082,0.83731,0.87076,0.63966,0.84491,0.46732,1.09375,0.00960004,0.00960004,0.00960004
406,26644.9,0.79611,0.50057,1.04437,0.85111,0.83598,0.87048,0.63967,0.84495,0.46703,1.09376,0.00959905,0.00959905,0.00959905
407,27311.7,0.80368,0.50587,1.04463,0.8457,0.84515,0.87077,0.63976,0.84489,0.46713,1.09357,0.00959806,0.00959806,0.00959806
408,27978.5,0.79444,0.50009,1.03993,0.84668,0.84366,0.87042,0.63948,0.84481,0.46743,1.0935,0.00959707,0.00959707,0.00959707
409,28645.5,0.79581,0.50078,1.04245,0.8466,0.84658,0.87046,0.63974,0.84467,0.46718,1.09347,0.00959608,0.00959608,0.00959608
410,29313,0.7983,0.50134,1.04464,0.84458,0.85167,0.87008,0.63964,0.8447,0.46734,1.09341,0.00959509,0.00959509,0.00959509
411,29980.4,0.79763,0.50072,1.04085,0.84584,0.85098,0.87031,0.64037,0.84466,0.46767,1.09332,0.0095941,0.0095941,0.0095941
412,30647.7,0.79842,0.50236,1.04175,0.84602,0.85117,0.87026,0.64027,0.84474,0.46785,1.09335,0.00959311,0.00959311,0.00959311
413,31316,0.79617,0.50021,1.04228,0.84556,0.8512,0.87075,0.64068,0.84479,0.46823,1.09341,0.00959212,0.00959212,0.00959212
414,31984.5,0.79665,0.50573,1.0443,0.84542,0.8511,0.87047,0.64062,0.84489,0.46824,1.09339,0.00959113,0.00959113,0.00959113
415,32652.5,0.79814,0.50485,1.04256,0.84793,0.84728,0.8704,0.64088,0.84486,0.46824,1.09341,0.00959014,0.00959014,0.00959014
416,33320.8,0.79884,0.50601,1.0446,0.84803,0.84675,0.87033,0.64076,0.84496,0.46828,1.09355,0.00958915,0.00958915,0.00958915
417,33989.5,0.79714,0.49996,1.04125,0.84937,0.84625,0.87019,0.64068,0.84511,0.46825,1.09374,0.00958816,0.00958816,0.00958816
418,34658.9,0.79658,0.50292,1.04046,0.84931,0.84634,0.87038,0.64103,0.84496,0.46856,1.0937,0.00958717,0.00958717,0.00958717
419,35328.2,0.798,0.50281,1.04393,0.8499,0.84597,0.86993,0.63949,0.84497,0.4687,1.09366,0.00958618,0.00958618,0.00958618
420,35998.1,0.79365,0.50168,1.04525,0.85117,0.84518,0.86985,0.63917,0.84536,0.46844,1.09399,0.00958519,0.00958519,0.00958519
421,36667.9,0.79606,0.50388,1.04507,0.85156,0.84521,0.87038,0.63943,0.84542,0.46851,1.09406,0.0095842,0.0095842,0.0095842
422,37338.3,0.79953,0.50745,1.04548,0.85165,0.84554,0.87029,0.63989,0.84551,0.46848,1.0941,0.00958321,0.00958321,0.00958321
423,38009.2,0.79955,0.50426,1.04408,0.8522,0.84546,0.87067,0.63957,0.8455,0.46808,1.09412,0.00958222,0.00958222,0.00958222
424,38680.2,0.79544,0.50516,1.03799,0.85274,0.84521,0.87096,0.63929,0.84551,0.46787,1.09409,0.00958123,0.00958123,0.00958123
425,39350.2,0.79669,0.5032,1.04592,0.85627,0.845,0.87149,0.64004,0.84546,0.46801,1.09403,0.00958024,0.00958024,0.00958024
426,40021.8,0.79498,0.50123,1.04144,0.85664,0.84512,0.87183,0.64014,0.8455,0.468,1.09399,0.00957925,0.00957925,0.00957925
427,40693.3,0.78837,0.49702,1.03888,0.85738,0.84467,0.87197,0.6405,0.84562,0.46837,1.09395,0.00957826,0.00957826,0.00957826
428,41364.6,0.79366,0.50177,1.04165,0.85665,0.84456,0.87154,0.63986,0.8457,0.46825,1.09399,0.00957727,0.00957727,0.00957727
429,42036.2,0.79465,0.50313,1.04353,0.85679,0.84485,0.87183,0.64005,0.8457,0.46818,1.09413,0.00957628,0.00957628,0.00957628
430,42708.9,0.80164,0.50399,1.04337,0.85602,0.84536,0.87179,0.64044,0.84567,0.46835,1.09423,0.00957529,0.00957529,0.00957529
431,43381.1,0.79628,0.50352,1.04456,0.85662,0.84534,0.87201,0.64044,0.8459,0.4682,1.09443,0.0095743,0.0095743,0.0095743
432,44054.1,0.79591,0.50177,1.04145,0.85658,0.84516,0.8721,0.64016,0.84573,0.46817,1.09431,0.00957331,0.00957331,0.00957331
433,44727.8,0.79824,0.5071,1.04398,0.85891,0.84408,0.87248,0.63952,0.84564,0.46821,1.09438,0.00957232,0.00957232,0.00957232
434,45401.5,0.79445,0.50179,1.04431,0.86061,0.84375,0.87231,0.64008,0.84574,0.4686,1.0945,0.00957133,0.00957133,0.00957133
435,46075.1,0.79357,0.49814,1.04102,0.86012,0.84281,0.87248,0.63956,0.8458,0.46852,1.09442,0.00957034,0.00957034,0.00957034
436,46748.5,0.79856,0.50132,1.04385,0.85377,0.83768,0.87186,0.63927,0.84567,0.46864,1.09432,0.00956935,0.00956935,0.00956935
437,47422.1,0.79529,0.50165,1.04258,0.86019,0.8315,0.87179,0.63891,0.8458,0.4687,1.09437,0.00956836,0.00956836,0.00956836
438,48096,0.78839,0.49627,1.03662,0.85917,0.83167,0.87169,0.63889,0.84571,0.46858,1.0944,0.00956737,0.00956737,0.00956737
439,48770.1,0.79551,0.50034,1.0427,0.86012,0.83158,0.87143,0.63929,0.84559,0.46879,1.09429,0.00956638,0.00956638,0.00956638
440,49443.8,0.79804,0.49893,1.04302,0.85979,0.83138,0.87141,0.63893,0.84574,0.4693,1.09446,0.00956539,0.00956539,0.00956539
441,50117.4,0.79938,0.50326,1.04272,0.85842,0.83207,0.87167,0.63959,0.84578,0.46928,1.09447,0.0095644,0.0095644,0.0095644
442,50791.7,0.79661,0.49927,1.04247,0.85761,0.83096,0.87138,0.63987,0.84565,0.46948,1.09452,0.00956341,0.00956341,0.00956341
443,51466,0.79143,0.5016,1.04054,0.85769,0.83208,0.87161,0.63946,0.84555,0.46948,1.09449,0.00956242,0.00956242,0.00956242
444,52140.6,0.78907,0.49562,1.03866,0.8591,0.83118,0.87024,0.63886,0.84547,0.46964,1.09454,0.00956143,0.00956143,0.00956143
445,52815.3,0.79442,0.49721,1.04091,0.85938,0.83067,0.8705,0.63906,0.8455,0.46932,1.09465,0.00956044,0.00956044,0.00956044
446,53489.8,0.79208,0.49914,1.03866,0.85983,0.83065,0.87043,0.63881,0.84563,0.46962,1.09475,0.00955945,0.00955945,0.00955945
447,54165.3,0.78902,0.49548,1.03923,0.86007,0.83078,0.87058,0.63879,0.84537,0.46959,1.09454,0.00955846,0.00955846,0.00955846
448,54840.1,0.79278,0.50553,1.04116,0.86002,0.83047,0.8705,0.6384,0.84551,0.46958,1.09464,0.00955747,0.00955747,0.00955747
449,55515.3,0.79188,0.49912,1.0407,0.85986,0.83058,0.87051,0.639,0.84545,0.46967,1.09478,0.00955648,0.00955648,0.00955648
450,56189.6,0.79459,0.50318,1.04157,0.86055,0.83008,0.86981,0.6383,0.84551,0.46991,1.09484,0.00955549,0.00955549,0.00955549
451,56863.4,0.79175,0.50154,1.03525,0.86248,0.82785,0.86963,0.63829,0.84547,0.46985,1.09482,0.0095545,0.0095545,0.0095545
452,57538.6,0.79296,0.49784,1.03754,0.86444,0.8267,0.8693,0.63829,0.84567,0.47011,1.09489,0.00955351,0.00955351,0.00955351
453,58214,0.78963,0.49772,1.0357,0.86533,0.8251,0.86923,0.63783,0.84548,0.47018,1.09484,0.00955252,0.00955252,0.00955252
454,58888.5,0.78799,0.4946,1.03317,0.8665,0.82479,0.86891,0.63794,0.84548,0.4703,1.09481,0.00955153,0.00955153,0.00955153
455,59562.8,0.78658,0.49796,1.0389,0.86733,0.82485,0.86886,0.63759,0.84554,0.47043,1.09489,0.00955054,0.00955054,0.00955054
456,60238.1,0.78994,0.49891,1.04269,0.86747,0.82446,0.86861,0.63738,0.84529,0.47081,1.09475,0.00954955,0.00954955,0.00954955
457,60913.2,0.79136,0.4978,1.03835,0.86822,0.8241,0.86954,0.63815,0.84511,0.47085,1.09463,0.00954856,0.00954856,0.00954856
458,61588.2,0.78773,0.50001,1.03842,0.86782,0.82523,0.86929,0.63826,0.84533,0.47122,1.09481,0.00954757,0.00954757,0.00954757
459,62263.9,0.78761,0.49506,1.03861,0.86714,0.82427,0.86903,0.63832,0.8453,0.47101,1.09474,0.00954658,0.00954658,0.00954658
460,62939.9,0.78809,0.49763,1.04031,0.86817,0.82413,0.86927,0.63887,0.84536,0.47105,1.09494,0.00954559,0.00954559,0.00954559
461,63616,0.78738,0.49833,1.0392,0.86629,0.8258,0.86945,0.63847,0.84565,0.47092,1.09524,0.0095446,0.0095446,0.0095446
462,64292.4,0.7925,0.49801,1.0391,0.86619,0.82599,0.86967,0.63862,0.84562,0.47108,1.09526,0.00954361,0.00954361,0.00954361
463,64968.7,0.78544,0.49328,1.03506,0.86783,0.82516,0.86948,0.63887,0.84549,0.47117,1.09525,0.00954262,0.00954262,0.00954262
464,65645.2,0.78779,0.49756,1.03797,0.86815,0.82602,0.86952,0.63849,0.84539,0.47095,1.09524,0.00954163,0.00954163,0.00954163
465,66321.5,0.78994,0.49626,1.04356,0.86451,0.82779,0.86977,0.63853,0.84537,0.47108,1.09524,0.00954064,0.00954064,0.00954064
466,66997.5,0.78597,0.49511,1.03501,0.8649,0.82771,0.8693,0.63824,0.84525,0.4709,1.09524,0.00953965,0.00953965,0.00953965
467,67673.6,0.7868,0.49846,1.03836,0.86437,0.82751,0.86924,0.63816,0.84513,0.47094,1.09529,0.00953866,0.00953866,0.00953866
468,68348.7,0.78776,0.49008,1.03839,0.86535,0.82705,0.86919,0.63833,0.84514,0.47115,1.09537,0.00953767,0.00953767,0.00953767
469,69024.4,0.79102,0.49882,1.03769,0.87199,0.82421,0.86923,0.63833,0.8451,0.47106,1.09534,0.00953668,0.00953668,0.00953668
470,69699.4,0.78522,0.49517,1.04048,0.87345,0.82308,0.86917,0.63788,0.84485,0.47101,1.09529,0.00953569,0.00953569,0.00953569
471,70374.1,0.78499,0.48991,1.03834,0.87385,0.82383,0.8693,0.63774,0.84508,0.47119,1.09552,0.0095347,0.0095347,0.0095347
472,71049.4,0.78568,0.49288,1.03372,0.87459,0.82406,0.8696,0.63794,0.84508,0.47156,1.09557,0.00953371,0.00953371,0.00953371
473,71724.5,0.78602,0.49073,1.0359,0.87747,0.82335,0.86937,0.63784,0.84479,0.47142,1.09547,0.00953272,0.00953272,0.00953272
474,72398.6,0.78376,0.49566,1.03665,0.87762,0.82367,0.86945,0.63797,0.84472,0.47124,1.09557,0.00953173,0.00953173,0.00953173
475,73072.5,0.78678,0.49718,1.03757,0.87703,0.82456,0.87069,0.6382,0.84467,0.47115,1.09562,0.00953074,0.00953074,0.00953074
476,73745.6,0.78448,0.49745,1.03792,0.87753,0.82398,0.87082,0.63839,0.84465,0.47079,1.09558,0.00952975,0.00952975,0.00952975
477,74418.9,0.78117,0.49512,1.0328,0.87728,0.82415,0.87109,0.63846,inf,0.47058,1.09553,0.00952876,0.00952876,0.00952876
478,75092.2,0.78644,0.49513,1.03826,0.87164,0.8247,0.87134,0.63879,inf,0.47064,1.09551,0.00952777,0.00952777,0.00952777
479,75765.9,0.78828,0.49367,1.03651,0.87387,0.8248,0.87094,0.63887,inf,0.47076,1.09547,0.00952678,0.00952678,0.00952678
480,76440,0.78354,0.49036,1.03355,0.86871,0.82617,0.87106,0.63836,inf,0.47064,1.09553,0.00952579,0.00952579,0.00952579
481,77114.6,0.78922,0.49755,1.03705,0.86977,0.82585,0.86798,0.63799,inf,0.47033,1.09538,0.0095248,0.0095248,0.0095248
482,77789.1,0.79006,0.49482,1.03468,0.86963,0.8262,0.86799,0.63874,0.84401,0.47029,1.0953,0.00952381,0.00952381,0.00952381
483,78462.7,0.7879,0.49247,1.0352,0.86961,0.82626,0.86833,0.63856,inf,0.47004,1.09511,0.00952282,0.00952282,0.00952282
484,79135.9,0.78595,0.49742,1.03553,0.87079,0.82462,0.86858,0.63901,0.84361,0.47005,1.09499,0.00952183,0.00952183,0.00952183
485,79809.7,0.77968,0.488,1.03426,0.87019,0.82653,0.8686,0.63905,0.84363,0.46966,1.09501,0.00952084,0.00952084,0.00952084
486,80483.2,0.783,0.491,1.03419,0.87086,0.82602,0.86839,0.63922,0.84353,0.46912,1.09508,0.00951985,0.00951985,0.00951985
487,81156.2,0.7843,0.49201,1.03423,0.86795,0.82646,0.87149,0.64017,0.84356,0.46911,1.09516,0.00951886,0.00951886,0.00951886
488,81828.9,0.78148,0.49367,1.03462,0.86624,0.82656,0.87144,0.64027,0.84348,0.46891,1.09525,0.00951787,0.00951787,0.00951787
489,82502.1,0.78567,0.49532,1.03888,0.86678,0.82638,0.87152,0.64045,0.84354,0.46913,1.0953,0.00951688,0.00951688,0.00951688
490,83175.2,0.78406,0.49369,1.03324,0.86694,0.8265,0.87182,0.64043,0.84334,0.46919,1.09522,0.00951589,0.00951589,0.00951589
491,83847.8,0.78237,0.49189,1.03519,0.86424,0.82884,0.87208,0.64092,0.84355,0.46895,1.09532,0.0095149,0.0095149,0.0095149
492,655.231,0.71243,0.42739,0.9996,0.86346,0.82945,0.87195,0.64065,0.84322,0.46904,1.09531,0.00951391,0.00951391,0.00951391
493,1325.1,0.73766,0.45063,1.00968,0.86599,0.82654,0.87204,0.6404,0.8432,0.46905,1.09546,0.00951292,0.00951292,0.00951292
494,1998.75,0.74928,0.45617,1.01886,0.8659,0.82743,0.87165,0.64014,0.84318,0.46903,1.0955,0.00951193,0.00951193,0.00951193
495,2675.24,0.75905,0.47212,1.02386,0.86613,0.82747,0.87168,0.64066,0.84326,0.46896,1.09557,0.00951094,0.00951094,0.00951094
496,3353.27,0.76547,0.47404,1.02728,0.86639,0.82744,0.87127,0.64074,0.84338,0.4688,1.0957,0.00950995,0.00950995,0.00950995
497,4032.68,0.77147,0.47842,1.02914,0.86711,0.82757,0.87161,0.64103,0.84325,0.46853,1.09558,0.00950896,0.00950896,0.00950896
498,4713.13,0.77169,0.47722,1.03049,0.86773,0.82792,0.87162,0.641,0.84321,0.4685,1.09564,0.00950797,0.00950797,0.00950797
499,5394.9,0.7734,0.48626,1.02981,0.86984,0.82747,0.87149,0.6408,0.84321,0.46865,1.09565,0.00950698,0.00950698,0.00950698
500,6077.78,0.77423,0.48612,1.02958,0.87156,0.82675,0.87132,0.64111,0.8433,0.4686,1.09569,0.00950599,0.00950599,0.00950599
501,6761.94,0.77309,0.48539,1.03034,0.86983,0.82846,0.86814,0.64015,0.8433,0.46863,1.0957,0.009505,0.009505,0.009505
502,7446.69,0.77904,0.48841,1.03314,0.87035,0.82772,0.8682,0.64041,0.8434,0.46863,1.09584,0.00950401,0.00950401,0.00950401
503,8131.43,0.77469,0.4866,1.02762,0.86963,0.82817,0.87122,0.64189,0.84332,0.46856,1.09573,0.00950302,0.00950302,0.00950302
504,8818.09,0.77779,0.48589,1.03342,0.86937,0.82811,0.86802,0.64165,0.84317,0.4687,1.09576,0.00950203,0.00950203,0.00950203
505,9504.93,0.77975,0.49276,1.0319,0.86741,0.82928,0.86783,0.64162,0.84326,0.469,1.09583,0.00950104,0.00950104,0.00950104
506,10193.1,0.77928,0.48978,1.03401,0.86573,0.83125,0.86788,0.6411,0.84334,0.46912,1.096,0.00950005,0.00950005,0.00950005
507,10882,0.77577,0.48821,1.03316,0.86419,0.83205,0.86792,0.64159,0.84342,0.46929,1.09612,0.00949906,0.00949906,0.00949906
508,11573.2,0.78029,0.4874,1.03621,0.86431,0.83223,0.86807,0.64234,0.84338,0.46951,1.09608,0.00949807,0.00949807,0.00949807
509,12264.6,0.78534,0.48953,1.03309,0.86554,0.83087,0.86794,0.64225,0.84358,0.46945,1.09607,0.00949708,0.00949708,0.00949708
510,12955.4,0.78378,0.49217,1.03395,0.86563,0.83083,0.86784,0.6413,0.84367,0.46939,1.09612,0.00949609,0.00949609,0.00949609
511,13646.6,0.78045,0.49023,1.03258,0.86542,0.8306,0.86759,0.64118,0.84351,0.46938,1.09591,0.0094951,0.0094951,0.0094951
512,14338,0.77742,0.49173,1.03456,0.86477,0.83066,0.86753,0.64094,0.84348,0.46917,1.09596,0.00949411,0.00949411,0.00949411
513,15030.5,0.78074,0.49029,1.03568,0.86375,0.8306,0.86742,0.64211,0.8438,0.46943,1.09618,0.00949312,0.00949312,0.00949312
514,15723.5,0.77665,0.48812,1.03028,0.86208,0.83062,0.86753,0.64217,0.84377,0.46957,1.09611,0.00949213,0.00949213,0.00949213
515,16417.4,0.78304,0.49038,1.03146,0.86027,0.83047,0.86761,0.64193,0.84385,0.46955,1.09619,0.00949114,0.00949114,0.00949114
516,17111.3,0.78644,0.49426,1.03554,0.86169,0.83028,0.86742,0.64039,0.84381,0.46963,1.09627,0.00949015,0.00949015,0.00949015
517,17805.2,0.77782,0.49045,1.033,0.863,0.83027,0.8673,0.64029,0.84389,0.46987,1.0963,0.00948916,0.00948916,0.00948916
518,18501.1,0.78694,0.49446,1.03269,0.86256,0.83072,0.86748,0.64022,0.84375,0.46938,1.09628,0.00948817,0.00948817,0.00948817
519,19200.1,0.78276,0.4934,1.03526,0.86373,0.83015,0.86746,0.64142,0.84366,0.46929,1.09632,0.00948718,0.00948718,0.00948718
520,19898.5,0.78256,0.49193,1.03613,0.8643,0.83004,0.86757,0.63997,0.84379,0.46939,1.0964,0.00948619,0.00948619,0.00948619
521,20595.4,0.77673,0.48761,1.03186,0.86393,0.82983,0.86741,0.63992,0.84379,0.46929,1.09637,0.0094852,0.0094852,0.0094852
522,21290.7,0.78004,0.49187,1.03514,0.86511,0.82929,0.86748,0.64004,0.84383,0.46932,1.09633,0.00948421,0.00948421,0.00948421
523,21987.1,0.7892,0.4929,1.03352,0.86932,0.82879,0.86741,0.6403,0.84381,0.46945,1.09625,0.00948322,0.00948322,0.00948322
524,22684.9,0.78906,0.49512,1.04049,0.87004,0.82864,0.86753,0.63966,0.84378,0.46933,1.09645,0.00948223,0.00948223,0.00948223
525,23382.5,0.7797,0.48714,1.03188,0.86556,0.82841,0.86706,0.63975,0.84392,0.46935,1.09654,0.00948124,0.00948124,0.00948124
526,24079.8,0.78237,0.49367,1.03392,0.87011,0.82834,0.86724,0.6402,0.84408,0.46961,1.09667,0.00948025,0.00948025,0.00948025
527,24776.3,0.78027,0.48831,1.03158,0.86654,0.82951,0.86627,0.63992,0.84405,0.46955,1.09665,0.00947926,0.00947926,0.00947926
528,25473,0.78401,0.49157,1.03384,0.8684,0.82951,0.86696,0.64176,0.84406,0.4694,1.0966,0.00947827,0.00947827,0.00947827
529,26169.7,0.78006,0.48987,1.03081,0.86709,0.8294,0.86705,0.64062,0.84384,0.46935,1.09645,0.00947728,0.00947728,0.00947728
530,26866.4,0.77953,0.48953,1.03126,0.86674,0.82932,0.86596,0.64111,0.84394,0.46939,1.09641,0.00947629,0.00947629,0.00947629
531,27561,0.78137,0.48857,1.03285,0.86253,0.82928,0.86572,0.64093,0.84383,0.46966,1.09636,0.0094753,0.0094753,0.0094753
532,28255.2,0.78668,0.49439,1.03174,0.86269,0.82928,0.86682,0.64132,0.8439,0.46959,1.09633,0.00947431,0.00947431,0.00947431
533,28949.1,0.77706,0.48999,1.03401,0.86097,0.82927,0.86581,0.64123,0.8437,0.46982,1.09621,0.00947332,0.00947332,0.00947332
534,29642.3,0.77801,0.4911,1.03372,0.86018,0.82963,0.8661,0.64126,0.84362,0.46954,1.09616,0.00947233,0.00947233,0.00947233
535,30334.4,0.77832,0.48836,1.03337,0.861,0.82951,0.86701,0.64108,0.84361,0.46944,1.09628,0.00947134,0.00947134,0.00947134
536,31027,0.77877,0.48778,1.03059,0.861,0.82956,0.86693,0.64131,0.84363,0.46931,1.09621,0.00947035,0.00947035,0.00947035
537,31715.2,0.78095,0.49102,1.03329,0.86134,0.82953,0.86706,0.64128,0.84374,0.46945,1.0962,0.00946936,0.00946936,0.00946936
538,32398.2,0.77835,0.48905,1.03313,0.86064,0.82969,0.8669,0.64124,0.84363,0.46933,1.09614,0.00946837,0.00946837,0.00946837
539,33079.4,0.78086,0.49043,1.03587,0.86037,0.82964,0.86583,0.64065,0.8439,0.46933,1.09626,0.00946738,0.00946738,0.00946738
540,33757.9,0.781,0.49428,1.03149,0.86045,0.82902,0.86572,0.64058,0.84403,0.46932,1.09637,0.00946639,0.00946639,0.00946639
541,34436.6,0.78307,0.49645,1.03521,0.86065,0.82911,0.86578,0.6406,0.84428,0.46935,1.09673,0.0094654,0.0094654,0.0094654
542,35114.3,0.77788,0.48668,1.03181,0.86218,0.83027,0.86666,0.64039,0.84418,0.46962,1.09666,0.00946441,0.00946441,0.00946441
543,35791.2,0.77989,0.49159,1.03238,0.86278,0.83017,0.86634,0.63917,0.84459,0.46975,1.09682,0.00946342,0.00946342,0.00946342
544,36475.6,0.77938,0.48912,1.03322,0.862,0.83007,0.86529,0.63919,0.84455,0.46963,1.0968,0.00946243,0.00946243,0.00946243
545,37169.9,0.77605,0.48795,1.03245,0.86119,0.83188,0.86546,0.63899,0.84442,0.46974,1.09675,0.00946144,0.00946144,0.00946144
546,37870.9,0.77767,0.48978,1.03474,0.86202,0.8348,0.86657,0.63911,0.84445,0.46963,1.09681,0.00946045,0.00946045,0.00946045
547,38571.3,0.77918,0.49435,1.03289,0.8616,0.83506,0.86641,0.63936,0.84445,0.46954,1.09682,0.00945946,0.00945946,0.00945946
548,39259.7,0.78202,0.4895,1.03097,0.8609,0.83665,0.86648,0.63906,0.84462,0.46959,1.09694,0.00945847,0.00945847,0.00945847
549,39932.6,0.77562,0.48844,1.03144,0.86087,0.83635,0.86653,0.6391,0.84476,0.46981,1.09706,0.00945748,0.00945748,0.00945748
550,40606.2,0.78006,0.49376,1.03424,0.86087,0.83588,0.86526,0.63909,0.84477,0.47003,1.09698,0.00945649,0.00945649,0.00945649
